chrs,cum.start,cum.end,dat1.inside,dat1.outside,dat1.chr,dat1.relCo,dat2.inside,dat2.outside,dat2.chr,dat2.relCo,diff.relCo,pval,fdr,xsq.result
Chr1,30700001,31700000,161,14722,3610,0.010817711482899953,55,4502,1177,0.01206934386657889,0.0012516323836789366,0.4681537758977106,0.6803876872340346,ns
Chr1,30800001,31800000,158,14725,3610,0.010616139219243433,53,4504,1177,0.01163045863506693,0.0010143194158234968,0.5675291628680579,0.7653476594483765,ns
Chr1,30900001,31900000,170,14713,3610,0.011422428273869516,55,4502,1177,0.01206934386657889,6.469155927093743e-4,0.6931340844348298,0.8797337409728104,ns
Chr1,31000001,32000000,171,14712,3610,0.01148961902842169,54,4503,1177,0.01184990125082291,3.6028222240122067e-4,0.8128293190199014,0.9777858746697928,ns
Chr1,31100001,32100000,147,14736,3610,0.009877040919169522,46,4511,1177,0.010094360324775072,2.173194056055497e-4,0.8648318871291129,1,ns
Chr1,31200001,32200000,144,14739,3610,0.009675468655513001,43,4514,1177,0.009436032477507132,-2.3943617800586958e-4,0.9310583295359611,1,ns
Chr1,31300001,32300000,142,14741,3610,0.009541087146408654,40,4517,1177,0.008777704630239193,-7.633825161694613e-4,0.7250886671681711,0.9058453680830801,ns
Chr1,31400001,32400000,136,14747,3610,0.009137942619095613,42,4515,1177,0.009216589861751152,7.864724265553916e-5,0.929405516195287,1,ns
Chr1,31500001,32500000,119,14764,3610,0.00799569979170866,36,4521,1177,0.007899934167215274,-9.576562449338695e-5,1,1,ns
Chr1,31600001,32600000,96,14787,3610,0.006450312437008668,31,4526,1177,0.006802721088435374,3.524086514267062e-4,0.8334872730484107,0.9995780035284854,ns
Chr1,31700001,32700000,75,14808,3610,0.005039306591413021,27,4530,1177,0.005924950625411455,8.856440339984339e-4,0.48204930538470925,0.691339482586558,ns
Chr1,31800001,32800000,69,14814,3610,0.00463616206409998,25,4532,1177,0.0054860653938994955,8.499033297995158e-4,0.4649081170404017,0.6796672201101085,ns
Chr1,31900001,32900000,48,14835,3610,0.003225156218504334,20,4537,1177,0.004388852315119597,0.0011636960966152628,0.2517144308953862,0.4441226504954739,ns
Chr1,32000001,33000000,36,14847,3610,0.0024188671638782503,15,4542,1177,0.0032916392363396972,8.72772072461447e-4,0.3213161214152558,0.5273905952992617,ns
Chr1,32100001,33100000,31,14852,3610,0.0020829133911173824,14,4543,1177,0.0030721966205837174,9.89283229466335e-4,0.22037024095818394,0.40850629758493173,ns
Chr1,32200001,33200000,27,14856,3610,0.0018141503729086877,12,4545,1177,0.0026333113890717576,8.191610161630699e-4,0.2621981833991406,0.457112705978925,ns
Chr1,32300001,33300000,16,14867,3610,0.0010750520728347779,10,4547,1177,0.0021944261575597983,0.0011193740847250204,0.10052082806942708,0.23284086361248663,ns
Chr1,32400001,33400000,5,14878,3610,3.359537727608681e-4,2,4555,1177,4.3888523151195964e-4,1.0293145875109154e-4,0.6695714458600582,0.8576240676808131,ns
Chr1,32500001,32540122,5,14878,3610,3.359537727608681e-4,2,4555,1177,4.3888523151195964e-4,1.0293145875109154e-4,0.6695714458600582,0.8576240676808131,ns
Chr2,32540123,33540122,276,14607,2646,0.01854464825639992,58,4499,774,0.012727671713846828,-0.005816976542553091,0.007486346564645772,0.036544462119270836,diff
Chr2,32640123,33640122,290,14593,2646,0.01948531882013035,62,4495,774,0.013605442176870748,-0.005879876643259603,0.00910926783757868,0.042574521311803906,diff
Chr2,32740123,33740122,330,14553,2646,0.022172949002217297,73,4484,774,0.016019310950186525,-0.0061536380520307715,0.010517218526570678,0.04728231166188359,diff
Chr2,32840123,33840122,331,14552,2646,0.02224013975676947,77,4480,774,0.016897081413210446,-0.005343058343559023,0.028724453172011197,0.09707392123259169,ns
Chr2,32940123,33940122,297,14586,2646,0.019955654101995565,73,4484,774,0.016019310950186525,-0.003936343151809039,0.09429731145533256,0.22293894010834497,ns
Chr2,33040123,34040122,249,14634,2646,0.016730497883491232,67,4490,774,0.014702655255650647,-0.0020278426278405853,0.3840469796577993,0.5979678552154524,ns
Chr2,33140123,34140122,222,14661,2646,0.014916347510582543,66,4491,774,0.014483212639894667,-4.331348706878759e-4,0.8885995291970985,1,ns
Chr2,33240123,34240122,230,14653,2646,0.015453873546999933,65,4492,774,0.014263770024138688,-0.0011901035228612453,0.6278240372418704,0.8202492148576738,ns
Chr2,33340123,34340122,216,14667,2646,0.014513202983269502,65,4492,774,0.014263770024138688,-2.494329591308138e-4,0.9435353651176462,1,ns
Chr2,33440123,34440122,224,14659,2646,0.015050729019686892,65,4492,774,0.014263770024138688,-7.869589955482037e-4,0.7795954095957681,0.9549319236498349,ns
Chr2,33540123,34540122,220,14663,2646,0.014781966001478197,57,4500,774,0.012508229098090849,-0.0022737369033873477,0.28396567885965035,0.4866928019987245,ns
Chr2,33640123,34640122,225,14658,2646,0.015117919774239064,57,4500,774,0.012508229098090849,-0.002609690676148215,0.22843318823299144,0.41764302000678377,ns
Chr2,33740123,34740122,197,14686,2646,0.013236578646778203,48,4509,774,0.01053324555628703,-0.0027033330904911723,0.17168656343918215,0.34078748586271396,ns
Chr2,33840123,34840122,177,14706,2646,0.011892763555734731,43,4514,774,0.009436032477507132,-0.0024567310782276,0.19996165846821837,0.3808518292790633,ns
Chr2,33940123,34940122,202,14681,2646,0.013572532419539072,45,4512,774,0.009874917709019092,-0.0036976147105199798,0.05840357851425643,0.1588461738362671,ns
Chr2,34040123,35040122,245,14638,2646,0.01646173486528254,52,4505,774,0.01141101601931095,-0.005050718845971589,0.01550102858651493,0.06286263285238979,ns
Chr2,34140123,35140122,233,14650,2646,0.015655445810656452,45,4512,774,0.009874917709019092,-0.00578052810163736,0.0033948463595366856,0.021306702389854056,diff
Chr2,34240123,35240122,191,14692,2646,0.012833434119465161,38,4519,774,0.008338819398727233,-0.004494614720737929,0.01472024179710132,0.06012005698622749,ns
Chr2,34340123,35340122,172,14711,2646,0.011556809782973862,30,4527,774,0.0065832784726793945,-0.004973531310294468,0.003340337494065064,0.02116617700566228,diff
Chr2,34440123,35440122,150,14733,2646,0.010078613182826043,27,4530,774,0.005924950625411455,-0.004153662557414587,0.009481423036245279,0.04369411035584363,diff
Chr2,34540123,35540122,128,14755,2646,0.008600416582678223,26,4531,774,0.005705508009655475,-0.002894908573022748,0.0560113698581811,0.155906191155278,ns
Chr2,34640123,35640122,125,14758,2646,0.008398844319021702,26,4531,774,0.005705508009655475,-0.0026933363093662272,0.08195046996332477,0.20226726481584653,ns
Chr2,34740123,35740122,122,14761,2646,0.008197272055365181,25,4532,774,0.0054860653938994955,-0.002711206661465686,0.07784325533689747,0.19358001987552995,ns
Chr2,34840123,35840122,114,14769,2646,0.007659746018947792,24,4533,774,0.005266622778143515,-0.002393123240804277,0.10612075030127517,0.2432472154731838,ns
Chr2,34940123,35940122,78,14805,2646,0.005240878855069542,18,4539,774,0.003949967083607637,-0.0012909117714619053,0.333742300737193,0.5423826786333175,ns
Chr2,35040123,36040122,32,14851,2646,0.0021501041456695557,7,4550,774,0.0015360983102918587,-6.140058353776971e-4,0.569857854232824,0.7653476594483765,ns
Chr2,35140123,36140122,28,14855,2646,0.0018813411274608614,5,4552,774,0.0010972130787798991,-7.841280486809623e-4,0.3095686874704905,0.5138684258011417,ns
Chr2,35240123,36240122,28,14855,2646,0.0018813411274608614,5,4552,774,0.0010972130787798991,-7.841280486809623e-4,0.3095686874704905,0.5138684258011417,ns
Chr2,35340123,36340122,27,14856,2646,0.0018141503729086877,5,4552,774,0.0010972130787798991,-7.169372941287886e-4,0.4036380534672614,0.6157349010067714,ns
Chr2,35440123,36440122,27,14856,2646,0.0018141503729086877,5,4552,774,0.0010972130787798991,-7.169372941287886e-4,0.4036380534672614,0.6157349010067714,ns
Chr2,35540123,36540122,26,14857,2646,0.0017469596183565142,5,4552,774,0.0010972130787798991,-6.49746539576615e-4,0.4024810915308068,0.6157349010067714,ns
Chr2,35640123,36640122,10,14873,2646,6.719075455217362e-4,1,4556,774,2.1944261575597982e-4,-4.524649297657564e-4,0.4759700228101269,0.6857438632272537,ns
Chr2,35740123,36740122,1,14882,2646,6.719075455217362e-5,0,4557,774,0,-6.719075455217362e-5,0.9999999999999999,1,ns
Chr2,35840123,36840122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,35940123,36940122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,36040123,37040122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,36140123,37140122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,36240123,37240122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,36340123,37340122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,36440123,37440122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,36540123,37540122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,36640123,37640122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,36740123,37740122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,36840123,37840122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,36940123,37940122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,37040123,38040122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,37140123,38140122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,37240123,38240122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,37340123,38340122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,37440123,38440122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,37540123,38540122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,37640123,38640122,0,14883,2646,0,0,4557,774,0,0,1,1,ns
Chr2,37740123,38740122,1,14882,2646,6.719075455217362e-5,0,4557,774,0,-6.719075455217362e-5,0.9999999999999999,1,ns
Chr2,37840123,38840122,2,14881,2646,1.3438150910434723e-4,0,4557,774,0,-1.3438150910434723e-4,1,1,ns
Chr2,37940123,38940122,2,14881,2646,1.3438150910434723e-4,0,4557,774,0,-1.3438150910434723e-4,1,1,ns
Chr2,38040123,39040122,2,14881,2646,1.3438150910434723e-4,0,4557,774,0,-1.3438150910434723e-4,1,1,ns
Chr2,38140123,39140122,2,14881,2646,1.3438150910434723e-4,0,4557,774,0,-1.3438150910434723e-4,1,1,ns
Chr2,38240123,39240122,2,14881,2646,1.3438150910434723e-4,0,4557,774,0,-1.3438150910434723e-4,1,1,ns
Chr2,38340123,39340122,9,14874,2646,6.047167909695626e-4,0,4557,774,0,-6.047167909695626e-4,0.12804487759887742,0.2789473531823478,ns
Chr2,38440123,39440122,9,14874,2646,6.047167909695626e-4,0,4557,774,0,-6.047167909695626e-4,0.12804487759887742,0.2789473531823478,ns
Chr2,38540123,39540122,11,14872,2646,7.390983000739098e-4,0,4557,774,0,-7.390983000739098e-4,0.07819593443784527,0.19372601802458658,ns
Chr2,38640123,39640122,11,14872,2646,7.390983000739098e-4,0,4557,774,0,-7.390983000739098e-4,0.07819593443784527,0.19372601802458658,ns
Chr2,38740123,39740122,13,14870,2646,8.734798091782571e-4,0,4557,774,0,-8.734798091782571e-4,0.04808907195660901,0.13718917064677635,ns
Chr2,38840123,39840122,20,14863,2646,0.0013438150910434724,0,4557,774,0,-0.0013438150910434724,0.0070408282809658225,0.03528445503541047,diff
Chr2,38940123,39940122,22,14861,2646,0.0014781966001478197,1,4556,774,2.1944261575597982e-4,-0.0012587539843918398,0.02623981512116871,0.09247079232540203,ns
Chr2,39040123,40040122,28,14855,2646,0.0018813411274608614,1,4556,774,2.1944261575597982e-4,-0.0016618985117048816,0.007244534674504334,0.035895852259386136,diff
Chr2,39140123,40140122,33,14850,2646,0.0022172949002217295,1,4556,774,2.1944261575597982e-4,-0.0019978522844657496,0.0019528349712015873,0.015051675392068375,diff
Chr2,39240123,40240122,34,14849,2646,0.0022844856547739032,1,4556,774,2.1944261575597982e-4,-0.0020650430390179234,0.0020240191280731104,0.01550963494651372,diff
Chr2,39340123,40340122,27,14856,2646,0.0018141503729086877,1,4556,774,2.1944261575597982e-4,-0.0015947077571527078,0.011727158493221493,0.05084340425679581,ns
Chr2,39440123,40440122,28,14855,2646,0.0018813411274608614,1,4556,774,2.1944261575597982e-4,-0.0016618985117048816,0.007244534674504334,0.035895852259386136,diff
Chr2,39540123,40540122,29,14854,2646,0.001948531882013035,2,4555,774,4.3888523151195964e-4,-0.0015096466505010752,0.030816927730428514,0.10086129425869944,ns
Chr2,39640123,40640122,43,14840,2646,0.0028892024457434656,6,4551,774,0.0013166556945358788,-0.0015725467512075868,0.0645240353843117,0.1697458655419617,ns
Chr2,39740123,40740122,50,14833,2646,0.003359537727608681,6,4551,774,0.0013166556945358788,-0.002042882033072802,0.025741504683100408,0.092193758620452,ns
Chr2,39840123,40840122,50,14833,2646,0.003359537727608681,7,4550,774,0.0015360983102918587,-0.0018234394173168222,0.05845249947692681,0.1588461738362671,ns
Chr2,39940123,40940122,52,14831,2646,0.0034939192367130284,10,4547,774,0.0021944261575597983,-0.00129949307915323,0.22846784326622996,0.41764302000678377,ns
Chr2,40040123,41040122,65,14818,2646,0.004367399045891286,11,4546,774,0.0024138687733157777,-0.001953530272575508,0.07667582407964409,0.19152316644096967,ns
Chr2,40140123,41140122,90,14793,2646,0.006047167909695626,15,4542,774,0.0032916392363396972,-0.002755528673355929,0.027579467284246904,0.09484852852673631,ns
Chr2,40240123,41240122,95,14788,2646,0.006383121682456494,15,4542,774,0.0032916392363396972,-0.003091482446116797,0.012891827812616842,0.05481106147428709,ns
Chr2,40340123,41340122,149,14734,2646,0.01001142242827387,23,4534,774,0.005047180162387536,-0.0049642422658863344,0.0014501378036007881,0.012741877500972259,diff
Chr2,40440123,41440122,174,14709,2646,0.01169119129207821,27,4530,774,0.005924950625411455,-0.005766240666666755,5.543737868300572e-4,0.006893062745679391,diff
Chr2,40540123,41540122,178,14705,2646,0.011959954310286904,29,4528,774,0.006363835856923414,-0.00559611845336349,9.171900266487007e-4,0.009444191055648341,diff
Chr2,40640123,41640122,190,14693,2646,0.012766243364912989,27,4530,774,0.005924950625411455,-0.0068412927395015335,5.100973776800882e-5,0.0014997798517061322,diff
Chr2,40740123,41740122,210,14673,2646,0.01411005845595646,31,4526,774,0.006802721088435374,-0.007307337367521086,4.4937333404703544e-5,0.001480685135684982,diff
Chr2,40840123,41840122,228,14655,2646,0.015319492037895585,40,4517,774,0.008777704630239193,-0.006541787407656392,6.217522361455453e-4,0.007316691493212756,diff
Chr2,40940123,41940122,261,14622,2646,0.017536786938117315,46,4511,774,0.010094360324775072,-0.0074424266133422436,3.010492508912952e-4,0.00468558488569256,diff
Chr2,41040123,42040122,263,14620,2646,0.017671168447221663,47,4510,774,0.010313802940531051,-0.0073573655066906125,3.305177409723471e-4,0.004953381822875261,diff
Chr2,41140123,42140122,264,14619,2646,0.017738359201773836,47,4510,774,0.010313802940531051,-0.007424556261242785,3.3072655570032093e-4,0.004953381822875261,diff
Chr2,41240123,42240122,267,14616,2646,0.017939931465430357,49,4508,774,0.010752688172043012,-0.007187243293387345,6.105074219339271e-4,0.007249088127107351,diff
Chr2,41340123,42340122,246,14637,2646,0.01652892561983471,47,4510,774,0.010313802940531051,-0.00621512267930366,0.0021718364890556978,0.015991511131706198,diff
Chr2,41440123,42440122,242,14641,2646,0.016260162601626018,53,4504,774,0.01163045863506693,-0.004629703966559089,0.026464818348185135,0.0929505556733261,ns
Chr2,41540123,42540122,244,14639,2646,0.016394544110730363,53,4504,774,0.01163045863506693,-0.0047640854756634335,0.02253560736528189,0.0831986848947942,ns
Chr2,41640123,42640122,236,14647,2646,0.015857018074312973,59,4498,774,0.01294711432960281,-0.0029099037447101635,0.16652684026765346,0.33305368053530693,ns
Chr2,41740123,42740122,223,14660,2646,0.014983538265134717,62,4495,774,0.013605442176870748,-0.0013780960882639696,0.5267456836309439,0.7346569428842159,ns
Chr2,41840123,42840122,225,14658,2646,0.015117919774239064,56,4501,774,0.01228878648233487,-0.0028291332919041946,0.17768286212124076,0.34953136160566467,ns
Chr2,41940123,42940122,210,14673,2646,0.01411005845595646,46,4511,774,0.010094360324775072,-0.0040156981311813885,0.03752698023251952,0.11610460081328809,ns
Chr2,42040123,43040122,210,14673,2646,0.01411005845595646,51,4506,774,0.01119157340355497,-0.0029184850524014896,0.1415280886709308,0.29608574740997906,ns
Chr2,42140123,43140122,193,14690,2646,0.01296781562856951,51,4506,774,0.01119157340355497,-0.001776242225014539,0.3626126396457063,0.5765059819698926,ns
Chr2,42240123,43240122,198,14685,2646,0.013303769401330377,52,4505,774,0.01141101601931095,-0.001892753382019427,0.367077319515534,0.5802789545956271,ns
Chr2,42340123,43340122,181,14702,2646,0.012161526573943425,47,4510,774,0.010313802940531051,-0.0018477236334123737,0.34545617880884344,0.5540487861193414,ns
Chr2,42440123,43440122,172,14711,2646,0.011556809782973862,43,4514,774,0.009436032477507132,-0.002120777305466731,0.2571308987095469,0.45006444156597986,ns
Chr2,42540123,43540122,172,14711,2646,0.011556809782973862,46,4511,774,0.010094360324775072,-0.0014624494581987908,0.46924133152563374,0.6803876872340346,ns
Chr2,42640123,43640122,171,14712,2646,0.01148961902842169,42,4515,774,0.009216589861751152,-0.002273029166670538,0.22237224291730756,0.41048545681374143,ns
Chr2,42740123,43740122,160,14723,2646,0.01075052072834778,37,4520,774,0.008119376782971253,-0.002631143945376526,0.12840720148346862,0.27927506857295653,ns
Chr2,42840123,43840122,138,14745,2646,0.00927232412819996,35,4522,774,0.007680491551459293,-0.0015918325767406661,0.3671871381887352,0.5802789545956271,ns
Chr2,42940123,43940122,118,14765,2646,0.007928509037156486,40,4517,774,0.008777704630239193,8.491955930827067e-4,0.5720436848350516,0.7669924482325514,ns
Chr2,43040123,44040122,107,14776,2646,0.0071894107370825775,39,4518,774,0.008558262014483212,0.0013688512774006345,0.37713647442681114,0.5901320827095429,ns
Chr2,43140123,44140122,95,14788,2646,0.006383121682456494,36,4521,774,0.007899934167215274,0.0015168124847587793,0.3002450056795226,0.5066874743733812,ns
Chr2,43240123,44240122,88,14795,2646,0.005912786400591279,36,4521,774,0.007899934167215274,0.001987147766623995,0.1379081832823765,0.2921779402004554,ns
Chr2,43340123,44340122,88,14795,2646,0.005912786400591279,41,4516,774,0.008997147245995173,0.003084360845403894,0.028427861209096447,0.09631856317118025,ns
Chr2,43440123,44440122,84,14799,2646,0.0056440233823825845,39,4518,774,0.008558262014483212,0.0029142386321006275,0.03288261228259513,0.10596401708670021,ns
Chr2,43540123,44540122,80,14803,2646,0.00537526036417389,37,4520,774,0.008119376782971253,0.0027441164187973635,0.047951129397297274,0.13709238296233797,ns
Chr2,43640123,44640122,104,14779,2646,0.006987838473426057,40,4517,774,0.008777704630239193,0.0017898661568131365,0.23564561990352847,0.4261204484866754,ns
Chr2,43740123,44740122,121,14762,2646,0.008130081300813009,42,4515,774,0.009216589861751152,0.001086508560938143,0.4592889280025729,0.6741011215004356,ns
Chr2,43840123,44840122,147,14736,2646,0.009877040919169522,45,4512,774,0.009874917709019092,-2.1232101504297524e-6,1,1,ns
Chr2,43940123,44940122,159,14724,2646,0.010683329973795605,44,4513,774,0.009655475093263111,-0.001027854880532494,0.6173181271825632,0.8103837566002173,ns
Chr2,44040123,45040122,185,14698,2646,0.01243028959215212,47,4510,774,0.010313802940531051,-0.0021164866516210686,0.27519941245868074,0.4747550073567294,ns
Chr2,44140123,45140122,197,14686,2646,0.013236578646778203,49,4508,774,0.010752688172043012,-0.002483890474735191,0.19859384175523617,0.3795521548777955,ns
Chr2,44240123,45240122,205,14678,2646,0.013774104683195593,51,4506,774,0.01119157340355497,-0.002582531279640622,0.20650573545464138,0.3893770519731292,ns
Chr2,44340123,45340122,215,14668,2646,0.01444601222871733,58,4499,774,0.012727671713846828,-0.001718340514870501,0.4287743844649702,0.638272669218702,ns
Chr2,44440123,45440122,224,14659,2646,0.015050729019686892,59,4498,774,0.01294711432960281,-0.002103614690084082,0.3227332997145596,0.5290578221688925,ns
Chr2,44540123,45540122,231,14652,2646,0.015521064301552107,58,4499,774,0.012727671713846828,-0.002793392587705279,0.18405173372945313,0.35831637378939324,ns
Chr2,44640123,45640122,205,14678,2646,0.013774104683195593,57,4500,774,0.012508229098090849,-0.0012658755851047438,0.5572943448503097,0.7548961423563291,ns
Chr2,44740123,45740122,196,14687,2646,0.01316938789222603,58,4499,774,0.012727671713846828,-4.41716178379202e-4,0.8815226279116607,1,ns
Chr2,44840123,45840122,177,14706,2646,0.011892763555734731,56,4501,774,0.01228878648233487,3.96022926600138e-4,0.8157257590314073,0.9800606658189561,ns
Chr2,44940123,45940122,180,14703,2646,0.012094335819391252,60,4497,774,0.013166556945358789,0.0010722211259675367,0.5914167774281566,0.7849821879660729,ns
Chr2,45040123,46040122,151,14732,2646,0.010145803937378217,53,4504,774,0.01163045863506693,0.0014846546976887125,0.4059556601906741,0.6171275203359958,ns
Chr2,45140123,46140122,142,14741,2646,0.009541087146408654,54,4503,774,0.01184990125082291,0.002308814104414256,0.1753970113742568,0.3460677559749558,ns
Chr2,45240123,46240122,138,14745,2646,0.00927232412819996,56,4501,774,0.01228878648233487,0.00301646235413491,0.07416020153831573,0.1876068054270636,ns
Chr2,45340123,46340122,117,14766,2646,0.007861318282604314,49,4508,774,0.010752688172043012,0.0028913698894386976,0.06602960158221349,0.17202330940740745,ns
Chr2,45440123,46440122,104,14779,2646,0.006987838473426057,48,4509,774,0.01053324555628703,0.0035454070828609737,0.02083174385909684,0.0784463954465418,ns
Chr2,45540123,46540122,96,14787,2646,0.006450312437008668,46,4511,774,0.010094360324775072,0.003644047887766404,0.01653686541236578,0.06644996528505519,ns
Chr2,45640123,46640122,96,14787,2646,0.006450312437008668,47,4510,774,0.010313802940531051,0.0038634905035223833,0.009789023045859855,0.044798376300150315,diff
Chr2,45740123,46740122,97,14786,2646,0.006517503191560841,48,4509,774,0.01053324555628703,0.0040157423647261895,0.007707712471824552,0.037486217851899484,diff
Chr2,45840123,46840122,100,14783,2646,0.006719075455217362,49,4508,774,0.010752688172043012,0.00403361271682565,0.008518859101149275,0.04024321252800984,diff
Chr2,45940123,46940122,95,14788,2646,0.006383121682456494,44,4513,774,0.009655475093263111,0.0032723534108066166,0.026658050109648907,0.0929505556733261,ns
Chr2,46040123,47040122,106,14777,2646,0.007122219982530404,47,4510,774,0.010313802940531051,0.003191582958000647,0.03527399735556226,0.11202681569790617,ns
Chr2,46140123,47140122,108,14775,2646,0.007256601491634751,46,4511,774,0.010094360324775072,0.0028377588331403207,0.06900546684352066,0.17705945357167863,ns
Chr2,46240123,47240122,123,14760,2646,0.008264462809917356,46,4511,774,0.010094360324775072,0.001829897514857716,0.2370839352788881,0.42629826288891476,ns
Chr2,46340123,47340122,137,14746,2646,0.009205133373647785,48,4509,774,0.01053324555628703,0.001328112182639245,0.4325248571394259,0.6419682001236073,ns
Chr2,46440123,47440122,164,14719,2646,0.011019283746556474,45,4512,774,0.009874917709019092,-0.001144366037537382,0.5657295880581784,0.7647503559596709,ns
Chr2,46540123,47540122,178,14705,2646,0.011959954310286904,53,4504,774,0.01163045863506693,-3.294956752199745e-4,0.9377288939868921,1,ns
Chr2,46640123,47640122,167,14716,2646,0.011220856010212995,46,4511,774,0.010094360324775072,-0.0011264956854379234,0.5695328974308331,0.7653476594483765,ns
Chr2,46740123,47740122,160,14723,2646,0.01075052072834778,42,4515,774,0.009216589861751152,-0.0015339308665966271,0.40436755408225283,0.6161346084166581,ns
Chr2,46840123,47840122,151,14732,2646,0.010145803937378217,43,4514,774,0.009436032477507132,-7.097714598710853e-4,0.7335688739719203,0.9112570932092281,ns
Chr2,46940123,47940122,151,14732,2646,0.010145803937378217,44,4513,774,0.009655475093263111,-4.903288441151059e-4,0.8650648234570564,1,ns
Chr2,47040123,48040122,159,14724,2646,0.010683329973795605,51,4506,774,0.01119157340355497,5.082434297593655e-4,0.7439299970656543,0.921218002179031,ns
Chr2,47140123,48140122,159,14724,2646,0.010683329973795605,55,4502,774,0.01206934386657889,0.001386013892783285,0.41825507977694554,0.6264320399386526,ns
Chr2,47240123,48240122,139,14744,2646,0.009339514882752134,50,4507,774,0.010972130787798991,0.0016326159050468574,0.3423752720204586,0.5503056201499567,ns
Chr2,47340123,48340122,122,14761,2646,0.008197272055365181,45,4512,774,0.009874917709019092,0.0016776456536539107,0.27246746565825014,0.47189503250666714,ns
Chr2,47440123,48440122,94,14789,2646,0.00631593092790432,50,4507,774,0.010972130787798991,0.004656199859894671,0.0020949295576425642,0.015777812325559425,diff
Chr2,47540123,48540122,81,14802,2646,0.005442451118726063,45,4512,774,0.009874917709019092,0.004432466590293029,0.002039559127904312,0.01553837532125944,diff
Chr2,47640123,48640122,84,14799,2646,0.0056440233823825845,47,4510,774,0.010313802940531051,0.0046697795581484665,0.0012519944907148663,0.011405632894625905,diff
Chr2,47740123,48740122,81,14802,2646,0.005442451118726063,49,4508,774,0.010752688172043012,0.005310237053316949,2.4809463552404076e-4,0.004086894301563183,diff
Chr2,47840123,48840122,80,14803,2646,0.00537526036417389,47,4510,774,0.010313802940531051,0.004938542576357161,6.816884467486927e-4,0.007881275200129623,diff
Chr2,47940123,48940122,82,14801,2646,0.005509641873278237,48,4509,774,0.01053324555628703,0.005023603683008793,5.453264289168114e-4,0.006893062745679391,diff
Chr2,48040123,49040122,70,14813,2646,0.004703352818652153,39,4518,774,0.008558262014483212,0.003854909195831059,0.004257711151204955,0.024940725765725025,diff
Chr2,48140123,49140122,67,14816,2646,0.004501780554995632,35,4522,774,0.007680491551459293,0.003178710996463661,0.01331451160828806,0.05606557923234397,ns
Chr2,48240123,49240122,65,14818,2646,0.004367399045891286,38,4519,774,0.008338819398727233,0.003971420352835947,0.002218244243519011,0.016159448883641785,diff
Chr2,48340123,49340122,72,14811,2646,0.0048377343277565005,39,4518,774,0.008558262014483212,0.0037205276867267115,0.004859477494837141,0.027024436026140724,diff
Chr2,48440123,49440122,76,14807,2646,0.0051064973459651955,37,4520,774,0.008119376782971253,0.0030128794370060576,0.025285180904465174,0.09105428533356584,ns
Chr2,48540123,49540122,74,14809,2646,0.004972115836860848,36,4521,774,0.007899934167215274,0.0029278183303544257,0.02405510583063442,0.08758184940545902,ns
Chr2,48640123,49640122,75,14808,2646,0.005039306591413021,38,4519,774,0.008338819398727233,0.0032995128073142112,0.013865304765395988,0.05783060658478453,ns
Chr2,48740123,49740122,73,14810,2646,0.004904925082308675,37,4520,774,0.008119376782971253,0.0032144517006625784,0.01712368928498455,0.0681843579383977,ns
Chr2,48840123,49840122,73,14810,2646,0.004904925082308675,36,4521,774,0.007899934167215274,0.002995009084906599,0.0228259568800032,0.08403522672582184,ns
Chr2,48940123,49940122,65,14818,2646,0.004367399045891286,32,4525,774,0.007022163704191354,0.0026547646583000685,0.030374486387229057,0.10058686698082385,ns
Chr2,49040123,50040122,57,14826,2646,0.003829873009473896,32,4525,774,0.007022163704191354,0.003192290694717458,0.007975090694147525,0.03829881693291855,diff
Chr2,49140123,50140122,68,14815,2646,0.0045689713095478065,32,4525,774,0.007022163704191354,0.0024531923946435477,0.0572394872074158,0.15782770740454816,ns
Chr2,49240123,50240122,83,14800,2646,0.00557683262783041,34,4523,774,0.007461048935703314,0.0018842163078729036,0.15502915788297575,0.31386855620547166,ns
Chr2,49340123,50340122,81,14802,2646,0.005442451118726063,32,4525,774,0.007022163704191354,0.0015797125854652913,0.22123758023420523,0.4089637177400876,ns
Chr2,49440123,50440122,82,14801,2646,0.005509641873278237,31,4526,774,0.006802721088435374,0.0012930792151571368,0.3167793402469055,0.5232019679767186,ns
